trp_player|Hráč
trp_player_pl|Hráč
trp_multiplayer_profile_troop_male|mužský profil pro hru více hráčů
trp_multiplayer_profile_troop_male_pl|mužský profil pro hru více hráčů
trp_multiplayer_profile_troop_female|ženský profil pro hru více hráčů
trp_multiplayer_profile_troop_female_pl|ženský profil pro hru více hráčů
trp_temp_troop|Dočasná postava
trp_temp_troop_pl|Dočasná postava
trp_british_infantry_ai|Britská řadová pěchota
trp_british_infantry_ai_pl|Řadová pěchota
trp_british_infantry2_ai|Německá řadová pěchota
trp_british_infantry2_ai_pl|Německá řadová pěchota
trp_british_highlander_ai|Britská skotská pěchota
trp_british_highlander_ai_pl|Skotská pěchota
trp_british_foot_guard_ai|Britská pěší garda
trp_british_foot_guard_ai_pl|Pěší garda
trp_british_light_infantry_ai|Britská lehká pěchota
trp_british_light_infantry_ai_pl|Lehká pěchota
trp_british_rifle_ai|Britští střelci
trp_british_rifle_ai_pl|Střelci
trp_british_hussar_ai|Britští husaři
trp_british_hussar_ai_pl|Husaři
trp_british_light_dragoon_ai|Britští lehcí dragouni
trp_british_light_dragoon_ai_pl|Lehcí dragouni
trp_british_dragoon_ai|Britští dragouni
trp_british_dragoon_ai_pl|Těžcí dragouni
trp_british_horseguard_ai|Britská jízdní garda
trp_british_horseguard_ai_pl|Jízdní garda
trp_british_ship_ai|Britský námořník
trp_british_ship_ai_pl|Námořníci
trp_british_ship_marine_ai|Britský námořník
trp_british_ship_marine_ai_pl|Mariňáci
trp_british_arty_ai|Britský dělostřelec
trp_british_arty_ai_pl|Dělostřelectvo (kanón)
trp_british_arty_alt_ai|Britský dělostřelec
trp_british_arty_alt_ai_pl|Dělostřelectvo (houfnice)
trp_british_rocket_ai|Britský raketometčík
trp_british_rocket_ai_pl|Raketové dělostřelectvo
trp_french_infantry_ai|Francouzská řadová pěchota
trp_french_infantry_ai_pl|Řadová pěchota
trp_french_infantry2_ai|Francouzský granátník
trp_french_infantry2_ai_pl|Granátníci
trp_french_infantry_vistula_ai|Polská řadová pěchota
trp_french_infantry_vistula_ai_pl|Polská řadová pěchota
trp_french_old_guard_ai|Francouzská granátnická garda
trp_french_old_guard_ai_pl|Granátnická garda
trp_french_voltigeur_ai|Francouzský voltižér
trp_french_voltigeur_ai_pl|Voltižéři
trp_french_hussar_ai|Francouzští husaři
trp_french_hussar_ai_pl|Husaři
trp_french_lancer_ai|Polský kopiník
trp_french_lancer_ai_pl|Polští kopiníci
trp_french_dragoon_ai|Francouzský dragoun
trp_french_dragoon_ai_pl|Dragouni
trp_french_cuirassier_ai|Francouzský kyrysník
trp_french_cuirassier_ai_pl|Kyrysníci
trp_french_carabineer_ai|Francouzský karabiník
trp_french_carabineer_ai_pl|Karabiníci
trp_french_grenadier_a_cheval_ai|Francouzský jízdní granátník
trp_french_grenadier_a_cheval_ai_pl|Jízdní granátníci
trp_french_ship_ai|Francouzský námořník
trp_french_ship_ai_pl|Námořníci
trp_french_ship_marine_ai|Francouzský mariňák
trp_french_ship_marine_ai_pl|Mariňáci
trp_french_arty_ai|Francouzský dělostřelec
trp_french_arty_ai_pl|Dělostřelectvo (kanón)
trp_french_arty_alt_ai|Francouzský dělostřelec
trp_french_arty_alt_ai_pl|Dělostřelectvo (houfnice)
trp_prussian_infantry_ai|Pruská řadová pěchota
trp_prussian_infantry_ai_pl|Řadová pěchota (Brandenburg)
trp_prussian_infantry2_ai|Pruská řadová pěchota
trp_prussian_infantry2_ai_pl|Řadová pěchota (Rýn)
trp_prussian_infantry_kurmark_ai|Pruský Landwehr
trp_prussian_infantry_kurmark_ai_pl|Landwehr
trp_prussian_infantry_freikorps_ai|Pruský Freikorps
trp_prussian_infantry_freikorps_ai_pl|Freikorps
trp_prussian_infantry_15_ai|Pruská pěší garda
trp_prussian_infantry_15_ai_pl|Pěší garda
trp_prussian_infantry_rifle_ai|Pruský myslivec
trp_prussian_infantry_rifle_ai_pl|Myslivci
trp_prussian_dragoon_ai|Pruský dragoun
trp_prussian_dragoon_ai_pl|Dragouni
trp_prussian_hussar_ai|Pruský husar
trp_prussian_hussar_ai_pl|Husaři
trp_prussian_landwehr_cav_ai|Pruský kopiník
trp_prussian_landwehr_cav_ai_pl|Kopiníci
trp_prussian_cuirassier_ai|Pruský kyrysník
trp_prussian_cuirassier_ai_pl|Kyrysníci
trp_prussian_arty_ai|Pruský dělostřelec
