trp_player|플레이어
trp_player_pl|플레이어
trp_multiplayer_profile_troop_male|멀티플레이어 프로필 병사 남성
trp_multiplayer_profile_troop_male_pl|멀티플레이어 프로필 병사 남성
trp_multiplayer_profile_troop_female|멀티플레이어 프로필 병사 여성
trp_multiplayer_profile_troop_female_pl|멀티플레이어 프로필 병사 여성
trp_temp_troop|임시 부대
trp_temp_troop_pl|임시 부대
trp_british_infantry|영국 제 33 보병연대
trp_british_infantry_pl|전열보병
trp_british_infantry_ai|영국 전열보병
trp_british_infantry_ai_pl|전열보병
trp_british_infantry2_ai|독일 전열보병
trp_british_infantry2_ai_pl|독일 전열보병
trp_british_highlander_ai|영국 하이랜드 보병
trp_british_highlander_ai_pl|스코틀랜드 보병
trp_british_foot_guard_ai|영국 근위보병
trp_british_foot_guard_ai_pl|근위보병연대
trp_british_light_infantry_ai|영국 경보병
trp_british_light_infantry_ai_pl|경보병
trp_british_rifle_ai|영국 소총병
trp_british_rifle_ai_pl|소총병
trp_british_hussar_ai|영국 경기병
trp_british_hussar_ai_pl|경기병대
trp_british_light_dragoon_ai|영국 경용기병
trp_british_light_dragoon_ai_pl|경 용기병대
trp_british_dragoon_ai|영국 용기병
trp_british_dragoon_ai_pl|중 용기병대
trp_british_horseguard_ai|영국 기마 근위병
trp_british_horseguard_ai_pl|기마 근위대
trp_british_ship_ai|영국 선원
trp_british_ship_ai_pl|선원
trp_british_ship_marine_ai|영국 해병
trp_british_ship_marine_ai_pl|해병대
trp_british_arty_ai|영국 포병
trp_british_arty_ai_pl|포병대 (평사포)
trp_british_arty_alt_ai|영국 포병
trp_british_arty_alt_ai_pl|포병대 (곡사포)
trp_british_rocket_ai|영국 로켓 사수
trp_british_rocket_ai_pl|로켓 포병대
trp_french_infantry_ai|프랑스 전열보병
trp_french_infantry_ai_pl|전열보병
trp_french_infantry2_ai|프랑스 척탄병
trp_french_infantry2_ai_pl|척탄병대
trp_french_infantry_vistula_ai|폴란드 전열보병
trp_french_infantry_vistula_ai_pl|폴란드 전열보병
trp_french_old_guard_ai|프랑스 근위척탄병
trp_french_old_guard_ai_pl|근위척탄병대
trp_french_voltigeur_ai|프랑스 경보병
trp_french_voltigeur_ai_pl|경보병
trp_french_hussar_ai|프랑스 경기병
trp_french_hussar_ai_pl|경기병대
trp_french_lancer_ai|폴란드 창기병
trp_french_lancer_ai_pl|폴란드 창기병대
trp_french_dragoon_ai|프랑스 용기병
trp_french_dragoon_ai_pl|용기병대
trp_french_cuirassier_ai|프랑스 흉갑기병
trp_french_cuirassier_ai_pl|흉갑기병대
trp_french_carabineer_ai|프랑스 캐러비니어
trp_french_carabineer_ai_pl|캐러비니어 부대
trp_french_grenadier_a_cheval_ai|프랑스 기마 척탄병
trp_french_grenadier_a_cheval_ai_pl|기마척탄병연대
trp_french_ship_ai|프랑스 선원
trp_french_ship_ai_pl|선원
trp_french_ship_marine_ai|프랑스 해병
trp_french_ship_marine_ai_pl|해병대
trp_french_arty_ai|프랑스 포병
trp_french_arty_ai_pl|포병대 (평사포)
trp_french_arty_alt_ai|프랑스 포병
trp_french_arty_alt_ai_pl|포병대 (곡사포)
trp_prussian_infantry_ai|프로이센 전열보병
trp_prussian_infantry_ai_pl|전열보병 (브란덴부르크)
trp_prussian_infantry2_ai|프로이센 전열보병
trp_prussian_infantry2_ai_pl|전열보병 (렌)
trp_prussian_infantry_kurmark_ai|프로이센 예비군
trp_prussian_infantry_kurmark_ai_pl|예비군
trp_prussian_infantry_freikorps_ai|프로이센 자유군단
trp_prussian_infantry_freikorps_ai_pl|자유군단
trp_prussian_infantry_15_ai|프로이센 근위보병
trp_prussian_infantry_15_ai_pl|근위보병연대
trp_prussian_infantry_rifle_ai|프로이센 엽병
trp_prussian_infantry_rifle_ai_pl|엽병대
trp_prussian_dragoon_ai|프로이센 용기병
trp_prussian_dragoon_ai_pl|용기병대
trp_prussian_hussar_ai|프로이센 경기병
trp_prussian_hussar_ai_pl|경기병대
trp_prussian_landwehr_cav_ai|프로이센 창기병
trp_prussian_landwehr_cav_ai_pl|창기병대
trp_prussian_cuirassier_ai|프로이센 흉갑기병
trp_prussian_cuirassier_ai_pl|흉갑기병대
trp_prussian_arty_ai|프로이센 포병
trp_prussian_arty_ai_pl|포병대 (평사포)
trp_prussian_arty_alt_ai|프로이센 포병
trp_prussian_arty_alt_ai_pl|포병대 (곡사포)
trp_russian_partizan_ai|러시아 유격병
trp_russian_partizan_ai_pl|유격대
trp_russian_opol_ai|러시아 민병대
trp_russian_opol_ai_pl|무장 민병대
trp_russian_infantry_ai|러시아 전열보병
trp_russian_infantry_ai_pl|전열보병
trp_russian_grenadier_ai|러시아 척탄병
trp_russian_grenadier_ai_pl|척탄병대
trp_russian_foot_guard_ai|러시아 근위보병
trp_russian_foot_guard_ai_pl|근위보병연대
trp_russian_infantry_rifle_ai|러시아 엽병
trp_russian_infantry_rifle_ai_pl|엽병대
trp_russian_hussar_ai|러시아 경기병
trp_russian_hussar_ai_pl|경기병대
trp_russian_uhlan_ai|러시아 창기병
trp_russian_uhlan_ai_pl|창기병대
trp_russian_cossack_ai|러시아 코사크 기병
