menu_start_game_0|Добро пожаловать в Маунт&Блейд:Наполеоновские войны, солдат!^Создайте своего персонажа и выберите предпочтительную сложность игры прежде чем начать.
mno_start_easy|Легко
mno_start_normal|Средне
mno_start_hard|Тяжело
mno_go_back|Назад
mno_debug|Debug
menu_start_phase_2|Начать фазу 2
mno_map|Карта
menu_start_game_3|Начать Игру 3
menu_tutorial|Добрый день, господин. Прекрасная погода, не правда ли?Не желаете чашечку чаю?
mno_continue|Буду очень признателен.
mno_go_back_dot|Вынужден, к сожалению, отказаться.
menu_reports|Доклады
mno_resume_travelling|Продолжить путешествие.
menu_camp|Лагерь
mno_camp_wait_here|Отдых.
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|Битва окончена. {s1} Ваши войска убили {reg5} врагов и потеряли {reg6} солдат в этой битве. Вы лично уничтожили {reg7} вражеских солдат в бою.
menu_town_trade|You head towards the camp's trading place.
mno_trade_with_arms_merchant|Trade with the arms merchant.
mno_trade_with_armor_merchant|Trade with the tailor.
mno_trade_with_horse_merchant|Trade with the horse merchant.
mno_back_to_town_menu|Head back.
menu_debug|Choose a scene
mno_scene1|Vienna Bridge (sp vienna)
mno_scene2|Austerlitz part 1 (sp sokolniz)
mno_scene3|Austerlitz part 2 (sp auster)
mno_scene4|Austerlitz part 3 (sp sokolniz2)
mno_scene5|Dresden part 1 (sp dresden1)
mno_scene6|Dresden part 2 (sp dresden2)
mno_scene7|New Scene 1 (NON-PLAYABLE)
mno_scene8|New Scene 2 (NON-PLAYABLE)
mno_scene9|New Scene 3 (NON-PLAYABLE)
mno_scene10|New Scene 4 (NON-PLAYABLE)
menu_run_mission_dummy|debug screen
menu_run_companion_dummy|debug screen
menu_visit_camp_dummy|debug screen
menu_go_briefing_dummy|debug screen
menu_quit_dummy|debug screen
