menu_start_game_0|Willkomen Soldat, begr��e sie zu Mount and Blade Stories: Age of Napoleon.^Bevor es los gehen kann, m�ssen sie ein Charakter erstellen und die Schwierigkeit einstellen.
mno_start_easy|Leicht
mno_start_normal|Normal
mno_start_hard|Schwer
mno_go_back|Zur�ck
mno_debug|Debug
menu_start_phase_2|Start Phase 2
mno_map|Karte
menu_start_game_3|Stare Spiel 3
menu_tutorial|Guten Abend, Sir. Sch�nes Wetter heute, Sir. M�chten Sie eine Tasse Tee?
mno_continue|Ja, bitte. 
mno_go_back_dot|Nein, Danke.
menu_reports|Reporte
mno_resume_travelling|Weiter wandern.
menu_camp|Lager
mno_camp_wait_here|Ausruhen.
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|Die Schlacht ist vorbei. {s1} Deine Seite t�tete {reg5} Feinde und verlor {reg6} Soldaten w�hrend der Schlacht. Du hast {reg7} Feinde erschlagen.
menu_town_trade|You head towards the camp's trading place.
mno_trade_with_arms_merchant|Trade with the arms merchant.
mno_trade_with_armor_merchant|Trade with the tailor.
mno_trade_with_horse_merchant|Trade with the horse merchant.
mno_back_to_town_menu|Head back.
menu_debug|Choose a scene
mno_scene1|Vienna Bridge (sp vienna)
mno_scene2|Austerlitz part 1 (sp sokolniz)
mno_scene3|Austerlitz part 2 (sp auster)
mno_scene4|Austerlitz part 3 (sp sokolniz2)
mno_scene5|Dresden part 1 (sp dresden1)
mno_scene6|Dresden part 2 (sp dresden2)
mno_scene7|New Scene 1 (NON-PLAYABLE)
mno_scene8|New Scene 2 (NON-PLAYABLE)
mno_scene9|New Scene 3 (NON-PLAYABLE)
mno_scene10|New Scene 4 (NON-PLAYABLE)
menu_run_mission_dummy|debug screen
menu_run_companion_dummy|debug screen
menu_visit_camp_dummy|debug screen
menu_go_briefing_dummy|debug screen
menu_quit_dummy|debug screen
