itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_french_cav_pistol|Piştov
itm_french_cav_pistol_pl|Piştov
itm_french_officer_pistol|Piştov
itm_french_officer_pistol_pl|Piştov
itm_french_pistol_1766|Piştov
itm_french_pistol_1766_pl|Piştov
itm_french_pistol_1777|Piştov
itm_french_pistol_1777_pl|Piştov
itm_russian_pistol|Piştov
itm_russian_pistol_pl|Piştov
itm_british_pistol|Piştov
itm_british_pistol_pl|Piştov
itm_french_mousquiton|Süvari Karabinası
itm_french_mousquiton_pl|Süvari Karabinası
itm_french_mousquiton_melee|Süvari Karabinası
itm_french_mousquiton_melee_pl|Süvari Karabinası
itm_french_mousquiton_ai|Süvari Karabinası
itm_french_mousquiton_ai_pl|Süvari Karabinası
itm_french_mousquiton_light|Süvari Karabinası
itm_french_mousquiton_light_pl|Süvari Karabinası
itm_french_mousquiton_light_melee|Süvari Karabinası
itm_french_mousquiton_light_melee_pl|Süvari Karabinası
itm_french_mousquiton_light_ai|Süvari Karabinası
itm_french_mousquiton_light_ai_pl|Süvari Karabinası
itm_french_dragoon_musket|Süvari Musketi
itm_french_dragoon_musket_pl|Süvari Musketi
itm_french_dragoon_musket_melee|Süvari Musketi
itm_french_dragoon_musket_melee_pl|Süvari Musketi
itm_french_dragoon_musket_ai|Süvari Musketi
itm_french_dragoon_musket_ai_pl|Süvari Musketi
itm_russian_dragoon_musket|Süvari Musketi
itm_russian_dragoon_musket_pl|Süvari Musketi
itm_russian_dragoon_musket_melee|Süvari Musketi
itm_russian_dragoon_musket_melee_pl|Süvari Musketi
itm_russian_dragoon_musket_ai|Süvari Musketi
itm_russian_dragoon_musket_ai_pl|Süvari Musketi
itm_russian_cavalry_stutzer_1803|Süvarı Kısa Tüfeği
itm_russian_cavalry_stutzer_1803_pl|Süvari Kısa Tüfeği
itm_russian_gusarskiy_karabin|Karabina
itm_russian_gusarskiy_karabin_pl|Karabina
itm_russian_gusarskiy_karabin_melee|Karabina
itm_russian_gusarskiy_karabin_melee_pl|Karabina
itm_russian_gusarskiy_karabin_ai|Karabina
itm_russian_gusarskiy_karabin_ai_pl|Karabina
itm_british_carbine|Süvari Karabinası
itm_british_carbine_pl|Süvari Karabinası
itm_british_carbine_melee|Süvari Karabinası
itm_british_carbine_melee_pl|Süvari Karabinası
itm_british_carbine_ai|Süvari Karabinası
itm_british_carbine_ai_pl|Süvari Karabinası
itm_russian_rifle_1805|Tüfek
itm_russian_rifle_1805_pl|Tüfek
itm_russian_rifle_1805_melee|Tüfek
itm_russian_rifle_1805_melee_pl|Tüfek
itm_british_baker_rifle|Tüfek
itm_british_baker_rifle_pl|Tüfek
itm_british_baker_rifle_melee|Tüfek
itm_british_baker_rifle_melee_pl|Tüfek
itm_sniper_rifle|Nişancı Tüfek
itm_sniper_rifle_pl|Nişancı Tüfek
itm_blunderbluss|Blunderbluss
itm_blunderbluss_pl|Blunderbluss
itm_french_charleville|Piyade Musketi
itm_french_charleville_pl|Piyade Musketi
itm_french_charleville_melee|Piyade Musketi
itm_french_charleville_melee_pl|Piyade Musketi
itm_french_versailles|Piyade Musketi
itm_french_versailles_pl|Piyade Musketi
itm_french_versailles_melee|Piyade Musketi
itm_french_versailles_melee_pl|Piyade Musketi
itm_british_brown_bess|Piyade Musketi
itm_british_brown_bess_pl|Piyade Musketi
itm_british_brown_bess_melee|Piyade Musketi
itm_british_brown_bess_melee_pl|Piyade Musketi
itm_russian_musket_1808|Piyade Musketi
itm_russian_musket_1808_pl|Piyade Musketi
itm_russian_musket_1808_melee|Piyade Musketi
itm_russian_musket_1808_melee_pl|Piyade Musketi
itm_austrian_musket|Piyade Musketi
itm_austrian_musket_pl|Piyade Musketi
itm_austrian_musket_melee|Piyade Musketi
itm_austrian_musket_melee_pl|Piyade Musketi
itm_prussian_potsdam|Piyade Musketi
itm_prussian_potsdam_pl|Piyade Musketi
itm_prussian_potsdam_melee|Piyade Musketi
itm_prussian_potsdam_melee_pl|Piyade Musketi
itm_prussian_musket_1806|Piyade Musketi
itm_prussian_musket_1806_pl|Piyade Musketi
itm_prussian_musket_1806_melee|Piyade Musketi
itm_prussian_musket_1806_melee_pl|Piyade Musketi
itm_french_art_off_sword|Topçu Subay Kılıcı
itm_french_art_off_sword_pl|Topçu Subay Kılıcı
itm_french_carabineer_sword|Karabinacı Kılıcı
itm_french_carabineer_sword_pl|Karabinacı Kılıcı
itm_french_briquet_garde|Briket Kılıç
itm_french_briquet_garde_pl|Briket Kılıç
itm_french_light_cav_sabre_garde|Hafif Süvari Kılıcı
itm_french_light_cav_sabre_garde_pl|Hafif Süvari Kılıcı
itm_french_heavy_cav_sabre_garde|Ağır Süvari Kılıcı
