hint_1|Puedes ordenar a tus tropas que se desplacen por el campo de batalla haciendo aparecer un marcador de movimiento. Mantén presionada la tecla F1 y coloca la bandera con el ratón.
hint_2|Las condiciones meteorológicas afectan la velocidad de movimiento de tu grupo en el mapa.
hint_3|Haz clic en el botón del menú de campamento para acceder a funciones útiles para el grupo, como "esperar" y "montar un círculo de caravanas".
hint_4|Puedes reclutar hombres en las tabernas.
hint_5|Puedes presionar la tecla Retroceso durante la batalla para abrir la interfase de comandos.
hint_6|¡Da comida y paga a tus soldados para que aumente su moral! Un ejército feliz avanza más rápidamente por el mapa del juego.
hint_7|Los miembros heridos de tu grupo se curarán más rápido si descansan en las tabernas.
hint_8|Para comprar y vender objetos rápidamente en la ventana de tu inventario, presiona la tecla control mientras pinchas con el botón izquierdo del ratón.
hint_9|Mediante las tácticas adecuadas, un comandante hábil puede cambiar el curso de la batalla. Utiliza las teclas numéricas para seleccionar a tus tropas y las teclas de función para seleccionar órdenes.
hint_10|Las tropas que esperan o están estacionadas en ciudades o castillos solo consumen la mitad de su sueldo. ¡Estas tropas reducen tus gastos a la vez que protegen tus propiedades!
hint_11|Puedes abandonar cualquier lugar instantáneamente presionando la tecla Tab.
hint_12|Aumenta tu precisión de tiro: mantén presionada la tecla Mayús para apuntar a tu objetivo.
